x,y
5.4881350392732475,8.645970396979783
7.151893663724195,16.105440301356765
6.027633760716439,12.986592400893798
5.448831829968968,7.825176287383489
4.236547993389047,11.449600374369293
6.458941130666561,16.709660613394288
4.375872112626925,11.109303367573151
8.917730007820797,17.475610344016893
9.636627605010293,17.1317499669995
3.8344151882577773,9.777733830377828
7.917250380826646,15.028146867706933
5.288949197529044,13.022788535822944
5.680445610939323,11.777441178032367
9.25596638292661,20.465210838820646
0.7103605819788694,2.133453958306543
0.8712929970154071,3.1557323304147102
0.2021839744032572,0.42536799024815536
8.32619845547938,20.22413789877043
7.781567509498505,15.816959204404249
8.700121482468191,18.204221691825786
9.78618342232764,23.33866823876779
7.9915856421672355,13.287653162049578
4.6147936225293185,6.688617248087169
7.805291762864554,17.549376942045132
1.1827442586893322,0.019241707150344567
6.399210213275238,16.685662797849062
1.433532874090464,2.0398277866614336
9.446689170495839,17.398468718110163
5.218483217500717,14.282850487962204
4.146619399905235,11.254268382679319
2.64555612104627,9.02623016294568
7.742336894342166,17.296763105235105
4.5615033221654855,7.400555274221566
5.684339488686485,15.188808883571037
0.18789800436355142,-0.16021073317565793
6.176354970758771,13.957622733110332
6.120957227224214,14.136418389995924
6.169339968747569,12.02865975131347
9.437480785146242,20.103120310984643
6.818202991034834,15.480819325202722
3.59507900573786,7.943009073786979
4.3703195379934145,6.54183749481844
6.976311959272649,14.54910026695741
0.6022547162926983,3.8572812259594573
6.667667154456677,11.946198589450622
6.706378696181594,13.113488311707847
2.103825610738409,3.337344118033543
1.289262976548533,6.27705341005575
3.1542835092418384,7.6531565325085475
3.637107709426226,8.089139091334673
5.701967704178797,9.864103259466962
4.386015134623204,9.850528651830041
9.883738380592263,18.418811439869774
1.0204481074802807,2.104557331509264
2.088767560948347,2.905842965138932
1.6130951788499626,4.579056947592925
6.531083254653984,14.215348142537849
2.532916025397821,4.649234539639652
4.663107728563062,10.118228882449415
2.4442559200160274,2.7023888225710433
1.5896958364551972,0.1968764874991833
1.1037514116430513,3.0862862258151766
6.563295894652734,13.459938780050527
1.381829513486138,4.033721900756489
1.965823616800535,8.697936783328954
3.687251706609641,9.263462387200109
8.209932298479352,14.594220146070386
0.9710127579306127,4.176058092052932
8.379449074988038,14.127083328953034
0.9609840789396307,0.9987989482498434
9.764594650133958,19.392706089618652
4.686512016477016,12.799709476252765
9.767610881903371,18.04571211970986
6.04845519745046,10.44403331758289
7.3926357939830165,14.58836653911517
0.39187792254320675,-0.5432007276378013
2.828069625764096,7.909411095741206
1.201965612131689,0.24406820753653147
2.9614019752214493,3.627866645620694
1.1872771895424405,1.498914289596013
3.1798317939397602,5.36359868649491
4.1426299451467,12.144323997927371
0.6414749634878436,3.181791540827209
6.924721193700199,14.02454487017078
5.666014542065751,8.881158046471166
2.653894909394454,6.996515771592002
5.232480534666997,8.464530374554863
0.9394051075844168,-1.2107319783863897
5.759464955561793,13.894989495828188
9.292961975762141,19.21980917537398
3.1856895245132364,8.21309669658811
6.674103799636817,13.985662905159677
1.3179786240439217,4.349618471893226
7.163272041185655,13.024492895771017
2.894060929472011,3.7196361753750926
1.8319136200711683,5.027016276705591
5.865129348100831,10.12343936785398
0.20107546187493552,-0.97694863175053
8.289400292173632,15.667735577312577
0.046954761925470656,0.12886784190105477
